"Row","Time Diff","*Lambda","*N","Date","User ID","*DorkType"
3878,45953546,244433.755319149,188,"2006-08-19",1239791,"D"
3879,619163,154790.75,4,"2002-04-30",1240201,"D"
3880,514571,102914.2,5,"2002-02-22",1241691,"D"
3881,57128,28564,2,"1999-12-12",1242301,"D"
3882,328506,164253,2,"2001-09-11",1242511,"D"
3883,1109090,5332.16346153846,208,"2002-11-29",1242571,"D"
3884,662431,220810.333333333,3,"2002-05-25",1243281,"D"
3885,489603,244801.5,2,"2002-02-03",1243511,"C"
3886,46597916,2118087.09090909,22,"2006-08-24",1244931,"D"
3887,422932,140977.333333333,3,"2001-12-12",1250531,"E"
3888,3727456,18637.28,200,"2004-02-14",1250991,"E"
3889,88119,44059.5,2,"2000-05-19",1251131,"D"
3890,3209591,15968.1144278607,201,"2003-12-22",1252231,"D"
3891,797398,61338.3076923077,13,"2002-08-01",1252511,"D"
3892,749332,37466.6,20,"2002-07-09",1252681,"D"
3893,27401932,139096.101522843,197,"2006-02-12",1252901,"E"
3894,546670,91111.6666666667,6,"2002-03-16",1253451,"D"
3895,171210,57070,3,"2001-01-16",1253461,"D"
3896,72614,36307,2,"2000-03-09",1254061,"C"
3897,131725,43908.3333333333,3,"2000-10-12",1254361,"D"
3898,539514,269757,2,"2002-03-11",1254751,"D"
3899,6839110,34195.55,200,"2004-09-23",1255151,"D"
3900,256164,128082,2,"2001-06-12",1256381,"D"
3901,173999,86999.5,2,"2001-01-22",1256791,"D"
3902,6288425,31285.6965174129,201,"2004-08-23",1259171,"D"
3903,393649,196824.5,2,"2001-11-16",1259861,"E"
3904,471242,157080.666666667,3,"2002-01-21",1261431,"E"
3905,763802,33208.7826086957,23,"2002-07-16",1261821,"D"
3906,782106,78210.6,10,"2002-07-24",1262371,"D"
3907,2409609,12048.045,200,"2003-09-08",1262791,"D"
3908,4613357,23066.785,200,"2004-05-02",1262861,"D"
3909,1658014,6712.60728744939,247,"2003-04-25",1263251,"D"
3910,365716,91429,4,"2001-10-20",1263311,"D"
3911,3512901,17304.9310344828,203,"2004-01-24",1263921,"E"
3912,705526,352763,2,"2002-06-17",1265081,"E"
3913,11564605,57823.025,200,"2005-04-03",1265881,"E"
3914,200381,100190.5,2,"2001-03-14",1266241,"D"
3915,6618055,33090.275,200,"2004-09-11",1267041,"E"
3916,148531,24755.1666666667,6,"2000-11-25",1267911,"D"
3917,499086,124771.5,4,"2002-02-10",1269971,"E"
3918,277850,138925,2,"2001-07-12",1270651,"D"
3919,189818,94909,2,"2001-02-23",1270721,"E"
3920,368347,122782.333333333,3,"2001-10-23",1270781,"D"
3921,243105,121552.5,2,"2001-05-24",1270851,"D"
3922,46398413,1079032.86046512,43,"2006-08-23",1271111,"E"
3923,850512,5154.61818181818,165,"2002-08-24",1272431,"D"
3924,818651,272883.666666667,3,"2002-08-10",1272591,"D"
3925,428034,53504.25,8,"2001-12-16",1273081,"D"
3926,297598,59519.6,5,"2001-08-06",1274251,"D"
3927,4825986,23891.0198019802,202,"2004-05-19",1274561,"E"
3928,522374,65296.75,8,"2002-02-27",1274591,"D"
3929,46615362,256128.362637363,182,"2006-08-24",1276151,"E"
3930,634582,158645.5,4,"2002-05-09",1279701,"D"
3931,1176805,5854.7512437811,201,"2002-12-21",1280811,"D"
3932,13156392,65781.96,200,"2005-05-20",1281561,"D"
3933,427727,61103.8571428571,7,"2001-12-16",1281711,"C"
3934,392869,65478.1666666667,6,"2001-11-15",1284861,"C"
3935,824122,4000.59223300971,206,"2002-08-13",1284921,"C"
3936,705110,100730,7,"2002-06-17",1286041,"C"
3937,206087,103043.5,2,"2001-03-25",1286761,"D"
3938,629732,62973.2,10,"2002-05-06",1287541,"D"
3939,391364,130454.666666667,3,"2001-11-14",1288501,"C"
3940,450238,150079.333333333,3,"2002-01-04",1289051,"C"
3941,450418,75069.6666666667,6,"2002-01-04",1289501,"D"
3942,455872,91174.4,5,"2002-01-08",1289651,"C"
3943,520749,173583,3,"2002-02-26",1290061,"D"
3944,8004015,40020.075,200,"2004-11-19",1290301,"D"
3945,817264,40863.2,20,"2002-08-10",1290931,"E"
3946,53231,17743.6666666667,3,"1999-11-17",1291131,"D"
3947,6229130,155728.25,40,"2004-08-20",1291371,"E"
3948,37848684,411398.739130435,92,"2006-06-09",1291511,"E"
3949,4415849,21969.3980099502,201,"2004-04-16",1292701,"D"
3950,201949,33658.1666666667,6,"2001-03-17",1293051,"C"
3951,4143696,20615.4029850746,201,"2004-03-24",1293241,"D"
3952,786545,262181.666666667,3,"2002-07-27",1293631,"D"
3953,616347,44024.7857142857,14,"2002-04-29",1293681,"D"
3954,168509,84254.5,2,"2001-01-10",1294121,"D"
3955,697118,174279.5,4,"2002-06-12",1294231,"D"
3956,400608,200304,2,"2001-11-22",1295531,"E"
3957,329823,109941,3,"2001-09-12",1295861,"D"
3958,745498,106499.714285714,7,"2002-07-07",1298111,"D"
3959,2791898,13821.2772277228,202,"2003-11-01",1298301,"D"
3960,2510915,12430.2722772277,202,"2003-09-23",1299221,"D"
3961,816810,3984.43902439024,205,"2002-08-09",1299341,"D"
3962,678155,84769.375,8,"2002-06-02",1300521,"D"
3963,706367,141273.4,5,"2002-06-17",1300601,"D"
3964,593605,296802.5,2,"2002-04-15",1300991,"D"
3965,259278,64819.5,4,"2001-06-16",1301611,"D"
3966,188409,47102.25,4,"2001-02-20",1301741,"D"
3967,277729,138864.5,2,"2001-07-12",1302051,"C"
3968,6316567,31582.835,200,"2004-08-25",1302211,"D"
3969,6301680,31508.4,200,"2004-08-24",1302381,"D"
3970,570743,190247.666666667,3,"2002-03-31",1302811,"D"
3971,532266,266133,2,"2002-03-06",1303281,"D"
3972,676598,135319.6,5,"2002-06-02",1303651,"E"
3973,6293044,31465.22,200,"2004-08-24",1304091,"D"
3974,563057,187685.666666667,3,"2002-03-27",1305291,"D"
3975,17993955,89969.775,200,"2005-09-11",1305941,"D"
3976,236453,118226.5,2,"2001-05-14",1307791,"D"
3977,477662,238831,2,"2002-01-25",1308181,"E"
3978,126199,63099.5,2,"2000-09-27",1308641,"D"
3979,624806,156201.5,4,"2002-05-03",1308741,"D"
3980,697483,139496.6,5,"2002-06-13",1309511,"D"
3981,347741,115913.666666667,3,"2001-10-02",1311251,"D"
3982,2708874,13476.9850746269,201,"2003-10-21",1311491,"C"
3983,189338,94669,2,"2001-02-22",1312861,"D"
3984,605005,151251.25,4,"2002-04-22",1314131,"D"
3985,442373,147457.666666667,3,"2001-12-28",1315011,"D"
3986,636148,90878.2857142857,7,"2002-05-10",1315061,"D"
3987,812412,3868.62857142857,210,"2002-08-07",1315431,"D"
3988,241126,80375.3333333333,3,"2001-05-21",1316181,"C"
3989,36603,18301.5,2,"1999-07-03",1316831,"D"
3990,349688,174844,2,"2001-10-04",1318081,"C"
3991,6484988,32103.900990099,202,"2004-09-04",1318181,"E"
3992,638071,159517.75,4,"2002-05-11",1318301,"D"
3993,8341272,41706.36,200,"2004-12-04",1319891,"D"
3994,43512,14504,3,"1999-09-04",1322521,"D"
3995,7164,3582,2,"1997-11-15",1323221,"C"
3996,93676,31225.3333333333,3,"2000-06-10",1324761,"D"
3997,123,61.5,2,"1993-10-26",1325411,"B"
3998,3544,1772,2,"1997-03-03",1325821,"C"
3999,439018,73169.6666666667,6,"2001-12-26",1326391,"C"
4000,799618,53307.8666666667,15,"2002-08-02",1327021,"C"
4001,693342,33016.2857142857,21,"2002-06-10",1327191,"D"
4002,1362491,6812.455,200,"2003-02-12",1327271,"C"
4003,3112080,15406.3366336634,202,"2003-12-11",1327391,"E"
4004,263598,65899.5,4,"2001-06-22",1327801,"C"
4005,2346,1173,2,"1996-10-03",1329411,"B"
4006,6368851,31685.8258706468,201,"2004-08-28",1330201,"E"
4007,100941,50470.5,2,"2000-07-07",1330601,"C"
4008,176911,58970.3333333333,3,"2001-01-28",1330691,"D"
4009,367419,91854.75,4,"2001-10-22",1330891,"C"
4010,66974,33487,2,"2000-02-08",1331061,"D"
4011,1745626,8556.99019607843,204,"2003-05-14",1333891,"D"
4012,792118,198029.5,4,"2002-07-29",1334961,"D"
4013,251752,125876,2,"2001-06-06",1335641,"C"
4014,45908431,279929.457317073,164,"2006-08-19",1338041,"D"
4015,22140742,110703.71,200,"2005-11-26",1338321,"E"
4016,9512215,45512.990430622,209,"2005-01-21",1338871,"D"
4017,622232,311116,2,"2002-05-02",1340011,"D"
4018,699463,116577.166666667,6,"2002-06-14",1340521,"D"
4019,759903,189975.75,4,"2002-07-14",1341781,"D"
4020,349832,174916,2,"2001-10-04",1341831,"D"
4021,3816905,1908452.5,2,"2004-02-23",1342021,"E"
4022,453594,151198,3,"2002-01-07",1345601,"D"
4023,677976,26076,26,"2002-06-02",1346201,"D"
4024,3527598,17463.3564356436,202,"2004-01-25",1347391,"D"
4025,4418127,21980.7313432836,201,"2004-04-16",1347401,"D"
4026,86719,43359.5,2,"2000-05-13",1347761,"D"
4027,1611761,7393.3990825688,218,"2003-04-14",1348361,"D"
4028,79817,39908.5,2,"2000-04-12",1349121,"D"
4029,607473,202491,3,"2002-04-23",1349401,"E"
4030,311127,155563.5,2,"2001-08-22",1349481,"D"
4031,706244,353122,2,"2002-06-17",1349651,"C"
4032,99381,49690.5,2,"2000-07-01",1350661,"D"
4033,785394,71399.4545454545,11,"2002-07-26",1355231,"D"
4034,395656,131885.333333333,3,"2001-11-18",1355401,"E"
4035,26581,6645.25,4,"1999-03-08",1356261,"C"
4036,707808,64346.1818181818,11,"2002-06-18",1356411,"D"
4037,654459,218153,3,"2002-05-20",1357421,"E"
4038,21902,10951,2,"1998-12-27",1357721,"C"
4039,4317483,21587.415,200,"2004-04-08",1357851,"E"
4040,176520,58840,3,"2001-01-27",1357911,"D"
4041,698081,34904.05,20,"2002-06-13",1358811,"D"
4042,334152,83538,4,"2001-09-17",1359121,"C"
4043,81197,40598.5,2,"2000-04-19",1359641,"D"
4044,643712,91958.8571428571,7,"2002-05-14",1360641,"E"
4045,1235587,5940.32211538462,208,"2003-01-07",1360671,"D"
4046,41400603,207003.015,200,"2006-07-12",1361061,"E"
4047,1201588,5978.04975124378,201,"2002-12-28",1363261,"E"
4048,348512,87128,4,"2001-10-02",1363401,"E"
4049,133494,66747,2,"2000-10-17",1363711,"D"
4050,220181,110090.5,2,"2001-04-18",1366401,"D"
4051,429172,143057.333333333,3,"2001-12-17",1366651,"D"
4052,598278,46021.3846153846,13,"2002-04-18",1366741,"C"
4053,9516441,47345.4776119403,201,"2005-01-22",1367131,"D"
4054,853213,17412.5102040816,49,"2002-08-25",1367531,"C"
4055,479293,95858.6,5,"2002-01-27",1370351,"C"
4056,218746,72915.3333333333,3,"2001-04-15",1371391,"E"
4057,328687,164343.5,2,"2001-09-11",1373171,"E"
4058,534252,133563,4,"2002-03-07",1373601,"D"
4059,535367,133841.75,4,"2002-03-08",1374411,"E"
4060,423351,84670.2,5,"2001-12-12",1375991,"C"
4061,44445136,222225.68,200,"2006-08-07",1376371,"D"
4062,4406016,22030.08,200,"2004-04-15",1377521,"D"
4063,44860049,364715.845528455,123,"2006-08-10",1378111,"D"
4064,339126,169563,2,"2001-09-22",1379551,"E"
4065,309069,103023,3,"2001-08-20",1380251,"D"
4066,430969,215484.5,2,"2001-12-19",1380901,"D"
4067,302664,50444,6,"2001-08-12",1381831,"D"
4068,5737001,28685.005,200,"2004-07-21",1384461,"E"
4069,121144,40381.3333333333,3,"2000-09-12",1384531,"C"
4070,45846014,881654.115384615,52,"2006-08-18",1384991,"D"
4071,4578659,22666.6287128713,202,"2004-04-29",1385211,"E"
4072,453175,226587.5,2,"2002-01-06",1385861,"D"
4073,676783,225594.333333333,3,"2002-06-02",1386331,"E"
4074,183392,45848,4,"2001-02-10",1386421,"D"
4075,607402,55218.3636363636,11,"2002-04-23",1386571,"D"
4076,678577,226192.333333333,3,"2002-06-03",1386651,"E"
4077,55,27.5,2,"1993-01-09",1387211,"B"
4078,69191,34595.5,2,"2000-02-20",1387231,"C"
4079,244072,40678.6666666667,6,"2001-05-25",1388411,"C"
4080,376692,75338.4,5,"2001-10-31",1388961,"D"
4081,473281,236640.5,2,"2002-01-22",1389781,"E"
4082,444296,148098.666666667,3,"2001-12-30",1390781,"D"
4083,645339,322669.5,2,"2002-05-15",1390951,"D"
4084,535250,178416.666666667,3,"2002-03-08",1391041,"D"
4085,606442,303221,2,"2002-04-23",1393681,"D"
4086,687161,76351.2222222222,9,"2002-06-07",1394361,"E"
4087,257744,128872,2,"2001-06-14",1396551,"D"
4088,1379133,6760.45588235294,204,"2003-02-16",1398171,"D"
4089,362293,60382.1666666667,6,"2001-10-17",1398381,"D"
4090,742131,247377,3,"2002-07-05",1399851,"E"
4091,661305,34805.5263157895,19,"2002-05-24",1401261,"D"
4092,530228,88371.3333333333,6,"2002-03-05",1403031,"C"
4093,609390,152347.5,4,"2002-04-24",1403891,"D"
4094,260885,130442.5,2,"2001-06-19",1405251,"C"
4095,372635,93158.75,4,"2001-10-27",1405281,"D"
4096,431814,107953.5,4,"2001-12-20",1406931,"C"
4097,631471,105245.166666667,6,"2002-05-07",1407461,"D"
4098,2767758,13838.79,200,"2003-10-29",1408451,"D"
4099,7671328,38356.64,200,"2004-11-04",1409271,"E"
4100,144387,72193.5,2,"2000-11-15",1409501,"D"
4101,94939,47469.5,2,"2000-06-15",1409781,"D"
4102,801849,100231.125,8,"2002-08-03",1410371,"E"
4103,580164,145041,4,"2002-04-06",1410511,"D"
4104,4230240,21151.2,200,"2004-04-01",1412811,"D"
4105,803160,66930,12,"2002-08-03",1413131,"D"
4106,1399279,6893,203,"2003-02-22",1413771,"D"
4107,700779,233593,3,"2002-06-14",1413801,"D"
4108,634356,317178,2,"2002-05-09",1413821,"D"
4109,6129282,30646.41,200,"2004-08-14",1413841,"D"
4110,585203,292601.5,2,"2002-04-10",1415141,"D"
4111,112828,56414,2,"2000-08-17",1417131,"D"
4112,85520,28506.6666666667,3,"2000-05-08",1417251,"D"
4113,7175670,35878.35,200,"2004-10-10",1417881,"D"
4114,46352797,417592.765765766,111,"2006-08-22",1419581,"D"
4115,1270536,6228.11764705882,204,"2003-01-18",1419791,"C"
4116,612900,153225,4,"2002-04-26",1420881,"D"
4117,529151,176383.666666667,3,"2002-03-04",1421151,"D"
4118,85521,42760.5,2,"2000-05-08",1421171,"C"
4119,45995490,259861.525423729,177,"2006-08-20",1421521,"D"
4120,1385810,6793.1862745098,204,"2003-02-18",1421721,"D"
4121,12723809,63619.045,200,"2005-05-08",1422611,"E"
4122,4414685,21854.8762376238,202,"2004-04-16",1424001,"D"
4123,660694,330347,2,"2002-05-24",1425231,"D"
4124,781801,15034.6346153846,52,"2002-07-24",1426291,"D"
4125,1986,993,2,"1996-08-03",1426731,"B"
4126,407537,203768.5,2,"2001-11-29",1426921,"D"
4127,130643,65321.5,2,"2000-10-09",1427011,"D"
4128,668742,47767.2857142857,14,"2002-05-28",1427171,"D"
4129,8557025,42785.125,200,"2004-12-14",1428151,"E"
4130,553691,276845.5,2,"2002-03-20",1428461,"D"
4131,581839,193946.333333333,3,"2002-04-07",1429751,"D"
4132,658112,219370.666666667,3,"2002-05-22",1430361,"D"
4133,314727,78681.75,4,"2001-08-26",1430971,"C"
4134,741893,46368.3125,16,"2002-07-05",1431771,"D"
4135,684643,342321.5,2,"2002-06-06",1432231,"C"
4136,214002,53500.5,4,"2001-04-07",1432581,"D"
4137,461280,230640,2,"2002-01-13",1432651,"D"
4138,3999357,19996.785,200,"2004-03-11",1432951,"D"
4139,652294,18636.9714285714,35,"2002-05-19",1433171,"D"
4140,242682,48536.4,5,"2001-05-23",1433701,"D"
4141,495339,82556.5,6,"2002-02-08",1434051,"C"
4142,604707,201569,3,"2002-04-22",1434251,"C"
4143,819252,409626,2,"2002-08-10",1434781,"E"
4144,323103,107701,3,"2001-09-05",1435461,"D"
4145,151468,30293.6,5,"2000-12-02",1435781,"D"
4146,684580,228193.333333333,3,"2002-06-06",1436461,"E"
4147,270805,67701.25,4,"2001-07-02",1436551,"E"
4148,671198,223732.666666667,3,"2002-05-30",1438261,"D"
4149,507788,101557.6,5,"2002-02-17",1438831,"D"
4150,6120,3060,2,"1997-09-18",1439791,"D"
4151,698557,139711.4,5,"2002-06-13",1439931,"D"
4152,46241751,327955.680851064,141,"2006-08-22",1440611,"D"
4153,773766,38688.3,20,"2002-07-21",1440641,"D"
4154,36599013,599983.819672131,61,"2006-05-28",1442241,"E"
4155,1868536,9296.19900497512,201,"2003-06-07",1443201,"D"
4156,683988,170997,4,"2002-06-06",1444791,"D"
4157,192101,96050.5,2,"2001-02-27",1445981,"C"
4158,520962,260481,2,"2002-02-26",1446951,"D"
4159,4382197,21801.9751243781,201,"2004-04-13",1448231,"E"
4160,616291,205430.333333333,3,"2002-04-28",1448621,"C"
4161,343656,114552,3,"2001-09-27",1449561,"D"
4162,272453,136226.5,2,"2001-07-05",1450591,"D"
4163,19503984,97034.7462686567,201,"2005-10-10",1452361,"D"
4164,182289,91144.5,2,"2001-02-08",1453011,"C"
4165,315184,157592,2,"2001-08-27",1453261,"D"
4166,46094653,1181914.17948718,39,"2006-08-20",1453571,"E"
4167,16198,8099,2,"1998-09-08",1453781,"D"
4168,40092,20046,2,"1999-08-05",1453901,"D"
4169,552580,110516,5,"2002-03-20",1454021,"E"
4170,58091,29045.5,2,"1999-12-18",1454861,"C"
4171,739673,184918.25,4,"2002-07-04",1455431,"D"
4172,15270672,76353.36,200,"2005-07-13",1455911,"D"
4173,331632,110544,3,"2001-09-14",1455981,"C"
4174,430736,215368,2,"2001-12-19",1456411,"E"
4175,529506,105901.2,5,"2002-03-04",1458461,"D"
4176,547032,91172,6,"2002-03-16",1458581,"D"
4177,2463,1231.5,2,"1996-10-21",1458691,"C"
4178,766682,255560.666666667,3,"2002-07-17",1459181,"D"
4179,223837,111918.5,2,"2001-04-24",1459461,"D"
4180,852197,170439.4,5,"2002-08-25",1461291,"C"
4181,517456,258728,2,"2002-02-24",1462161,"D"
4182,7095637,35478.185,200,"2004-10-06",1464481,"D"
4183,11916272,59581.36,200,"2005-04-14",1464601,"D"
4184,99675,49837.5,2,"2000-07-03",1464881,"D"
4185,298105,149052.5,2,"2001-08-06",1464901,"D"
4186,641743,160435.75,4,"2002-05-13",1466491,"D"
4187,541972,180657.333333333,3,"2002-03-13",1466551,"D"
4188,85156,42578,2,"2000-05-06",1466951,"D"
4189,340000,170000,2,"2001-09-23",1467871,"D"
4190,335408,41926,8,"2001-09-18",1468861,"D"
4191,262363,131181.5,2,"2001-06-21",1468881,"D"
4192,367687,183843.5,2,"2001-10-22",1469281,"C"
4193,74234,37117,2,"2000-03-17",1469721,"D"
4194,34871,17435.5,2,"1999-06-15",1469741,"D"
4195,7200,3600,2,"1997-11-16",1471021,"D"
4196,3362006,16561.6059113301,203,"2004-01-08",1471331,"E"
4197,5631343,28156.715,200,"2004-07-14",1473861,"D"
4198,236950,118475,2,"2001-05-15",1475811,"D"
4199,55811,27905.5,2,"1999-12-04",1476141,"D"
4200,709112,3392.88038277512,209,"2002-06-19",1476291,"D"
4201,587246,195748.666666667,3,"2002-04-11",1476421,"D"
4202,343995,85998.75,4,"2001-09-28",1477191,"D"
4203,289074,72268.5,4,"2001-07-26",1477511,"E"
4204,521079,260539.5,2,"2002-02-26",1477811,"D"
4205,22020,11010,2,"1998-12-29",1477971,"D"
4206,273018,136509,2,"2001-07-05",1477981,"D"
4207,215621,53905.25,4,"2001-04-10",1478161,"D"
4208,1115447,5441.20487804878,205,"2002-12-01",1479261,"D"
4209,227090,75696.6666666667,3,"2001-04-29",1480451,"D"
4210,439232,219616,2,"2001-12-26",1481561,"D"
4211,722746,144549.2,5,"2002-06-26",1482191,"D"
4212,12240611,61203.055,200,"2005-04-23",1484341,"E"
4213,45947648,433468.377358491,106,"2006-08-19",1484741,"D"
4214,85818,42909,2,"2000-05-09",1485811,"D"
4215,497621,38278.5384615385,13,"2002-02-09",1486611,"D"
4216,677377,75264.1111111111,9,"2002-06-02",1487211,"D"
4217,95294,23823.5,4,"2000-06-16",1487401,"D"
4218,506640,168880,3,"2002-02-16",1489981,"D"
4219,46400557,232002.785,200,"2006-08-23",1490091,"E"
4220,530535,106107,5,"2002-03-05",1490631,"E"
4221,174811,58270.3333333333,3,"2001-01-24",1493071,"D"
4222,690278,115046.333333333,6,"2002-06-09",1493091,"D"
4223,614134,307067,2,"2002-04-27",1493121,"D"
4224,526569,105313.8,5,"2002-03-02",1493641,"D"
4225,3218826,16094.13,200,"2003-12-23",1494301,"E"
4226,3366915,16667.896039604,202,"2004-01-08",1494671,"E"
4227,687043,137408.6,5,"2002-06-07",1496151,"D"
4228,457921,57240.125,8,"2002-01-10",1496591,"D"
4229,181362,90681,2,"2001-02-06",1497031,"C"
4230,39252,19626,2,"1999-07-28",1498951,"D"
4231,655295,59572.2727272727,11,"2002-05-21",1499021,"C"
4232,29070422,145352.11,200,"2006-03-05",1499181,"E"
4233,11547555,57737.775,200,"2005-04-02",1499631,"E"
4234,313649,156824.5,2,"2001-08-25",1500041,"D"
4235,428309,142769.666666667,3,"2001-12-17",1501201,"E"
4236,391300,78260,5,"2001-11-14",1501471,"D"
4237,713567,118927.833333333,6,"2002-06-21",1502181,"D"
4238,356776,118925.333333333,3,"2001-10-11",1502501,"D"
4239,3473454,17110.6108374384,203,"2004-01-20",1505041,"E"
4240,2768208,131819.428571429,21,"2003-10-29",1505351,"D"
4241,5401993,27009.965,200,"2004-06-29",1507421,"D"
4242,7188971,35944.855,200,"2004-10-11",1507651,"D"
4243,303322,151661,2,"2001-08-13",1508181,"D"
4244,139048,69524,2,"2000-11-01",1508191,"D"
4245,520116,260058,2,"2002-02-26",1508231,"D"
4246,6840856,34204.28,200,"2004-09-23",1509581,"D"
4247,3294748,16310.6336633663,202,"2003-12-31",1510051,"E"
4248,9036354,45181.77,200,"2005-01-03",1510811,"D"
4249,46328738,237583.271794872,195,"2006-08-22",1512531,"E"
4250,28505,14252.5,2,"1999-04-03",1512811,"D"
4251,514118,171372.666666667,3,"2002-02-21",1514451,"E"
4252,69790,34895,2,"2000-02-23",1516611,"D"
4253,7079704,35398.52,200,"2004-10-06",1517561,"D"
4254,242147,121073.5,2,"2001-05-23",1517901,"D"
4255,674379,168594.75,4,"2002-05-31",1517911,"D"
4256,641970,160492.5,4,"2002-05-13",1518031,"E"
4257,595526,148881.5,4,"2002-04-16",1518581,"D"
4258,253128,126564,2,"2001-06-08",1520371,"C"
4259,362586,181293,2,"2001-10-17",1520471,"E"
4260,94514,47257,2,"2000-06-13",1521051,"C"
4261,43701751,218508.755,200,"2006-08-01",1523901,"E"
4262,180760,90380,2,"2001-02-05",1524641,"D"
4263,712970,101852.857142857,7,"2002-06-21",1525031,"D"
4264,649769,324884.5,2,"2002-05-18",1525071,"E"
4265,179788,89894,2,"2001-02-03",1525721,"C"
4266,108679,54339.5,2,"2000-08-03",1528701,"E"
4267,719988,102855.428571429,7,"2002-06-24",1529611,"D"
4268,6442167,32210.835,200,"2004-09-01",1530371,"D"
4269,281786,140893,2,"2001-07-17",1530951,"D"
4270,1787141,8891.2487562189,201,"2003-05-22",1531101,"D"
4271,2150325,10751.625,200,"2003-07-29",1531231,"E"
4272,404474,202237,2,"2001-11-26",1532881,"D"
4273,320518,160259,2,"2001-09-02",1533111,"D"
4274,229014,76338,3,"2001-05-02",1533411,"C"
4275,620907,310453.5,2,"2002-05-01",1533431,"D"
4276,1770604,8391.48815165877,211,"2003-05-19",1535441,"D"
4277,766922,95865.25,8,"2002-07-17",1535551,"D"
4278,206558,103279,2,"2001-03-25",1538131,"D"
4279,88222,44111,2,"2000-05-19",1538521,"D"
4280,557573,111514.6,5,"2002-03-23",1539471,"C"
4281,346363,115454.333333333,3,"2001-09-30",1542531,"C"
4282,298,149,2,"1994-09-12",1543511,"B"
4283,1847713,9192.60199004975,201,"2003-06-03",1543551,"C"
4284,2078883,10240.802955665,203,"2003-07-16",1545971,"D"
4285,284211,71052.75,4,"2001-07-20",1547091,"D"
4286,3996364,19981.82,200,"2004-03-11",1547131,"E"
4287,4505960,22306.7326732673,202,"2004-04-24",1547701,"D"
4288,588774,294387,2,"2002-04-12",1548341,"E"
4289,3040806,152040.3,20,"2003-12-02",1548731,"D"
4290,261199,130599.5,2,"2001-06-19",1549131,"D"
4291,696939,116156.5,6,"2002-06-12",1550471,"E"
4292,597747,199249,3,"2002-04-17",1553121,"D"
4293,5456,2728,2,"1997-08-07",1553651,"C"
4294,40396,20198,2,"1999-08-08",1553741,"D"
4295,4796,2398,2,"1997-06-21",1554031,"C"
4296,4766092,23594.5148514851,202,"2004-05-14",1556051,"D"
4297,34383,17191.5,2,"1999-06-10",1557091,"D"
4298,311043,155521.5,2,"2001-08-22",1557891,"D"
4299,618088,154522,4,"2002-04-30",1558651,"D"
4300,164316,82158,2,"2001-01-01",1559071,"D"
4301,195757,48939.25,4,"2001-03-06",1559991,"D"
4302,452213,150737.666666667,3,"2002-01-05",1561091,"E"
4303,2525137,12439.0985221675,203,"2003-09-25",1563211,"D"
4304,593606,197868.666666667,3,"2002-04-15",1563641,"D"
4305,5449030,27245.15,200,"2004-07-02",1563771,"E"
4306,583826,116765.2,5,"2002-04-09",1564371,"D"
4307,765771,95721.375,8,"2002-07-17",1565151,"D"
4308,574877,287438.5,2,"2002-04-03",1565261,"D"
4309,627511,41834.0666666667,15,"2002-05-05",1565991,"E"
4310,0,0,2,"1989-01-01",1566561,"B"
4311,746274,124379,6,"2002-07-07",1566661,"D"
4312,622825,51902.0833333333,12,"2002-05-02",1567051,"C"
4313,499088,124772,4,"2002-02-10",1567221,"E"
4314,428063,214031.5,2,"2001-12-16",1567461,"D"
4315,116563,29140.75,4,"2000-08-29",1570651,"D"
4316,10298811,51494.055,200,"2005-02-19",1571521,"E"
4317,519463,259731.5,2,"2002-02-25",1572051,"D"
4318,413926,206963,2,"2001-12-04",1572061,"E"
4319,163083,81541.5,2,"2000-12-29",1576301,"D"
4320,629730,69970,9,"2002-05-06",1577241,"E"
4321,698030,232676.666666667,3,"2002-06-13",1577581,"C"
4322,430371,215185.5,2,"2001-12-18",1579521,"E"
4323,179737,89868.5,2,"2001-02-03",1579731,"D"
4324,9598307,47991.535,200,"2005-01-25",1580271,"D"
4325,46498848,252711.130434783,184,"2006-08-24",1580611,"E"
4326,6180,3090,2,"1997-09-22",1580771,"C"
4327,352052,117350.666666667,3,"2001-10-06",1581321,"C"
4328,309958,154979,2,"2001-08-21",1582391,"D"
4329,627925,125585,5,"2002-05-05",1583491,"D"
4330,463621,51513.4444444444,9,"2002-01-15",1583811,"C"
4331,147780,73890,2,"2000-11-23",1584191,"D"
4332,46051360,241106.596858639,191,"2006-08-20",1584511,"D"
4333,1108629,5488.26237623762,202,"2002-11-29",1584901,"E"
4334,293273,146636.5,2,"2001-07-31",1584981,"D"
4335,417228,208614,2,"2001-12-07",1585121,"D"
4336,521886,130471.5,4,"2002-02-27",1586331,"E"
4337,68898,22966,3,"2000-02-19",1586961,"D"
4338,45535176,227675.88,200,"2006-08-16",1587101,"E"
4339,263629,131814.5,2,"2001-06-23",1589381,"C"
4340,418999,83799.8,5,"2001-12-09",1589691,"D"
4341,543493,271746.5,2,"2002-03-14",1589921,"E"
4342,2980874,14904.37,200,"2003-11-25",1590351,"E"
4343,539200,53920,10,"2002-03-11",1590851,"E"
4344,7523749,37618.745,200,"2004-10-28",1590901,"E"
4345,434785,144928.333333333,3,"2001-12-22",1591231,"D"
4346,23827,11913.5,2,"1999-01-27",1591341,"D"
4347,729879,3649.395,200,"2002-06-29",1591381,"D"
4348,101897,33965.6666666667,3,"2000-07-11",1591961,"C"
4349,790860,197715,4,"2002-07-29",1592251,"D"
